date,cityid,emp_combined,emp_combined_inclow,emp_combined_incmiddle,emp_combined_inchigh
2020-5-12,Houston,-0.111,.,-0.0932,-0.0397
2020-5-12,Phoenix,-0.124,-0.314,-0.0767,-0.0391
2020-5-12,San Diego,-0.204,-0.405,-0.214,-0.071
2020-5-12,Dallas,-0.117,-0.279,-0.0914,-0.0125
2020-5-12,Las Vegas,-0.282,.,-0.229,-0.0736
2020-5-12,Seattle,-0.203,-0.296,-0.25,-0.124
2020-5-12,Fort Worth,-0.0942,-0.237,-0.0609,-0.0132
2020-5-12,San Antonio,-0.174,-0.272,-0.144,-0.0382
2020-5-12,San Jose,-0.176,-0.29,-0.239,-0.0924
2020-5-12,Detroit,-0.329,.,.,-0.138
2020-5-12,Philadelphia,-0.21,-0.3,.,-0.106
2020-5-12,Columbus,-0.184,-0.368,.,-0.0301
2020-5-12,Austin,-0.158,-0.377,.,-0.039
2020-5-12,Charlotte,-0.185,-0.341,-0.166,-0.0575
2020-5-12,Indianapolis,-0.113,-0.23,-0.101,-0.0207
2020-5-12,Jacksonville,-0.158,-0.323,-0.111,.
2020-5-12,Memphis,-0.123,-0.236,-0.0791,.
2020-5-12,San Francisco,-0.279,-0.252,-0.368,-0.193
2020-5-12,El Paso,-0.253,-0.349,.,.
2020-5-12,Baltimore,.,.,.,.
2020-5-12,Portland,-0.267,.,-0.302,-0.15
2020-5-12,Boston,-0.266,-0.445,-0.34,-0.128
2020-5-12,Oklahoma City,-0.1,-0.205,-0.0786,.
2020-5-12,Louisville,-0.172,.,-0.129,-0.0449
2020-5-12,Denver,-0.137,.,.,-0.032
2020-5-12,Washington,-0.174,-0.171,-0.27,-0.0818
2020-5-12,Nashville,-0.14,-0.31,-0.12,-0.0518
2020-5-12,Milwaukee,-0.138,-0.218,-0.132,-0.0209
2020-5-12,Albuquerque,-0.212,.,-0.171,-0.0707
2020-5-12,Tucson,-0.175,-0.32,-0.145,-0.0505
2020-5-12,Fresno,-0.199,-0.338,.,-0.0737
2020-5-12,Sacramento,-0.18,-0.343,-0.185,-0.108
2020-5-12,Atlanta,-0.184,-0.359,-0.202,-0.0526
2020-5-12,Kansas City,-0.13,.,-0.143,-0.057
2020-5-12,Miami,-0.135,-0.263,-0.129,-0.026
2020-5-12,Raleigh,-0.164,.,-0.121,0.00876
2020-5-12,Omaha,-0.093,-0.284,.,-0.0142
2020-5-12,Oakland,-0.203,-0.326,-0.256,-0.103
2020-5-12,Minneapolis,-0.201,-0.398,-0.225,-0.0678
2020-5-12,Tampa,-0.0987,-0.245,-0.0851,0.000204
2020-5-12,New Orleans,-0.284,-0.404,-0.254,-0.13
2020-5-12,Wichita,-0.208,.,.,.
2020-5-12,Cleveland,-0.178,.,-0.155,-0.0461
2020-5-12,Bakersfield,-0.123,-0.212,-0.118,-0.0348
2020-5-12,Honolulu,-0.386,.,.,.
2020-5-12,Boise,-0.19,-0.334,.,.
2020-5-12,Salt Lake City,-0.151,-0.285,-0.125,-0.0472
2020-5-12,Virginia Beach,.,.,.,.
2020-5-12,Colorado Springs,-0.15,.,-0.116,-0.0601
2020-5-12,Tulsa,-0.0814,-0.202,-0.0636,0.00266
2020-5-13,Los Angeles,-0.192,-0.274,-0.217,-0.115
2020-5-13,New York City,-0.28,-0.335,-0.345,-0.184
2020-5-13,Chicago,-0.157,-0.293,-0.167,-0.0559
2020-5-13,Houston,-0.108,.,-0.09,-0.0374
2020-5-13,Phoenix,-0.12,-0.312,-0.0728,-0.036
2020-5-13,San Diego,-0.201,-0.402,-0.211,-0.0677
2020-5-13,Dallas,-0.114,-0.275,-0.0891,-0.0099
2020-5-13,Las Vegas,-0.278,.,-0.226,-0.07
2020-5-13,Seattle,-0.2,-0.292,-0.247,-0.121
2020-5-13,Fort Worth,-0.0915,-0.233,-0.0581,-0.0119
2020-5-13,San Antonio,-0.17,-0.267,-0.14,-0.0334
2020-5-13,San Jose,-0.172,-0.291,-0.235,-0.0893
2020-5-13,Detroit,-0.323,.,.,-0.133
2020-5-13,Philadelphia,-0.207,-0.298,.,-0.103
2020-5-13,Columbus,-0.18,-0.364,.,-0.0255
2020-5-13,Austin,-0.155,-0.373,.,-0.0358
2020-5-13,Charlotte,-0.181,-0.335,-0.163,-0.0529
2020-5-13,Indianapolis,-0.111,-0.227,-0.0991,-0.0193
2020-5-13,Jacksonville,-0.154,-0.317,-0.108,.
2020-5-13,Memphis,-0.121,-0.236,-0.0768,.
2020-5-13,San Francisco,-0.277,-0.247,-0.366,-0.191
2020-5-13,El Paso,-0.25,-0.346,.,.
2020-5-13,Baltimore,.,.,.,.
2020-5-13,Portland,-0.263,.,-0.298,-0.146
2020-5-13,Boston,-0.263,-0.443,-0.337,-0.126
2020-5-13,Oklahoma City,-0.0972,-0.199,-0.0767,.
2020-5-13,Louisville,-0.169,.,-0.127,-0.0416
2020-5-13,Denver,-0.134,.,.,-0.0291
2020-5-13,Washington,-0.173,-0.169,-0.269,-0.0799
2020-5-13,Nashville,-0.137,-0.305,-0.118,-0.0487
2020-5-13,Milwaukee,-0.136,-0.215,-0.13,-0.018
2020-5-13,Albuquerque,-0.208,.,-0.167,-0.0676
2020-5-13,Tucson,-0.172,-0.317,-0.142,-0.0465
2020-5-13,Fresno,-0.196,-0.336,.,-0.0714
2020-5-13,Sacramento,-0.175,-0.337,-0.181,-0.104
2020-5-13,Atlanta,-0.181,-0.354,-0.199,-0.0494
2020-5-13,Kansas City,-0.127,.,-0.14,-0.0552
2020-5-13,Miami,-0.132,-0.259,-0.127,-0.0237
2020-5-13,Raleigh,-0.16,.,-0.118,0.0111
2020-5-13,Omaha,-0.0905,-0.281,.,-0.0118
2020-5-13,Oakland,-0.199,-0.323,-0.252,-0.099
2020-5-13,Minneapolis,-0.199,-0.396,-0.222,-0.0655
2020-5-13,Tampa,-0.0955,-0.24,-0.0817,0.00167
2020-5-13,New Orleans,-0.282,-0.402,-0.252,-0.129
2020-5-13,Wichita,-0.206,.,.,.
2020-5-13,Cleveland,-0.173,.,-0.151,-0.0427
2020-5-13,Bakersfield,-0.12,-0.209,-0.114,-0.0328
2020-5-13,Honolulu,-0.378,.,.,.
2020-5-13,Boise,-0.187,-0.331,.,.
2020-5-13,Salt Lake City,-0.147,-0.279,-0.123,-0.0436
2020-5-13,Virginia Beach,.,.,.,.
2020-5-13,Colorado Springs,-0.147,.,-0.113,-0.0561
2020-5-13,Tulsa,-0.078,-0.196,-0.0609,0.00467
2020-5-14,Los Angeles,-0.188,-0.27,-0.213,-0.112
2020-5-14,New York City,-0.277,-0.333,-0.342,-0.181
2020-5-14,Chicago,-0.155,-0.291,-0.165,-0.0541
2020-5-14,Houston,-0.105,.,-0.0869,-0.0353
2020-5-14,Phoenix,-0.117,-0.309,-0.0691,-0.033
2020-5-14,San Diego,-0.197,-0.399,-0.207,-0.0644
2020-5-14,Dallas,-0.112,-0.272,-0.0869,-0.00763
2020-5-14,Las Vegas,-0.274,.,-0.222,-0.0666
2020-5-14,Seattle,-0.196,-0.289,-0.244,-0.117
2020-5-14,Fort Worth,-0.0888,-0.229,-0.0552,-0.0105
2020-5-14,San Antonio,-0.165,-0.262,-0.136,-0.0288
2020-5-14,San Jose,-0.169,-0.291,-0.232,-0.0863
2020-5-14,Detroit,-0.318,.,.,-0.128
2020-5-14,Philadelphia,-0.205,-0.295,.,-0.0996
2020-5-14,Columbus,-0.177,-0.36,.,-0.0212
2020-5-14,Austin,-0.151,-0.369,.,-0.0329
2020-5-14,Charlotte,-0.177,-0.329,-0.16,-0.0484
2020-5-14,Indianapolis,-0.109,-0.224,-0.0974,-0.0181
2020-5-14,Jacksonville,-0.15,-0.311,-0.105,.
2020-5-14,Memphis,-0.119,-0.235,-0.0745,.
2020-5-14,San Francisco,-0.275,-0.243,-0.365,-0.188
2020-5-14,El Paso,-0.247,-0.342,.,.
2020-5-14,Baltimore,.,.,.,.
2020-5-14,Portland,-0.26,.,-0.295,-0.143
2020-5-14,Boston,-0.261,-0.441,-0.334,-0.123
2020-5-14,Oklahoma City,-0.0943,-0.194,-0.075,.
2020-5-14,Louisville,-0.166,.,-0.124,-0.0382
2020-5-14,Denver,-0.131,.,.,-0.0264
2020-5-14,Washington,-0.171,-0.167,-0.267,-0.0781
2020-5-14,Nashville,-0.134,-0.301,-0.115,-0.0458
2020-5-14,Milwaukee,-0.133,-0.212,-0.128,-0.0152
2020-5-14,Albuquerque,-0.204,.,-0.163,-0.0644
2020-5-14,Tucson,-0.169,-0.314,-0.139,-0.0427
2020-5-14,Fresno,-0.193,-0.333,.,-0.0693
2020-5-14,Sacramento,-0.171,-0.331,-0.177,-0.101
2020-5-14,Atlanta,-0.177,-0.348,-0.196,-0.0463
2020-5-14,Kansas City,-0.125,.,-0.137,-0.0533
2020-5-14,Miami,-0.13,-0.255,-0.125,-0.0216
2020-5-14,Raleigh,-0.155,.,-0.115,0.0132
2020-5-14,Omaha,-0.088,-0.277,.,-0.00914
2020-5-14,Oakland,-0.196,-0.32,-0.248,-0.0956
2020-5-14,Minneapolis,-0.197,-0.395,-0.22,-0.0634
2020-5-14,Tampa,-0.0924,-0.235,-0.0786,0.00324
2020-5-14,New Orleans,-0.28,-0.399,-0.249,-0.128
2020-5-14,Wichita,-0.205,.,.,.
2020-5-14,Cleveland,-0.169,.,-0.147,-0.0394
2020-5-14,Bakersfield,-0.116,-0.206,-0.11,-0.0308
2020-5-14,Honolulu,-0.37,.,.,.
2020-5-14,Boise,-0.184,-0.327,.,.
2020-5-14,Salt Lake City,-0.144,-0.274,-0.121,-0.0399
2020-5-14,Virginia Beach,.,.,.,.
2020-5-14,Colorado Springs,-0.143,.,-0.111,-0.0517
2020-5-14,Tulsa,-0.0748,-0.19,-0.0584,0.00657
2020-5-15,Los Angeles,-0.185,-0.266,-0.21,-0.109
2020-5-15,New York City,-0.274,-0.331,-0.339,-0.179
2020-5-15,Chicago,-0.153,-0.29,-0.163,-0.0524
2020-5-15,Houston,-0.103,.,-0.084,-0.0335
2020-5-15,Phoenix,-0.114,-0.306,-0.0654,-0.03
2020-5-15,San Diego,-0.193,-0.396,-0.203,-0.0611
2020-5-15,Dallas,-0.11,-0.268,-0.0849,-0.0057
2020-5-15,Las Vegas,-0.27,.,-0.219,-0.0634
2020-5-15,Seattle,-0.193,-0.286,-0.24,-0.113
2020-5-15,Fort Worth,-0.0861,-0.226,-0.0522,-0.00885
2020-5-15,San Antonio,-0.161,-0.256,-0.132,-0.0245
2020-5-15,San Jose,-0.166,-0.292,-0.228,-0.0834
2020-5-15,Detroit,-0.312,.,.,-0.123
2020-5-15,Philadelphia,-0.202,-0.292,.,-0.0965
2020-5-15,Columbus,-0.173,-0.356,.,-0.0173
2020-5-15,Austin,-0.148,-0.366,.,-0.0302
2020-5-15,Charlotte,-0.173,-0.323,-0.157,-0.0442
2020-5-15,Indianapolis,-0.108,-0.22,-0.0957,-0.0168
2020-5-15,Jacksonville,-0.147,-0.306,-0.102,.
2020-5-15,Memphis,-0.117,-0.234,-0.0724,.
2020-5-15,San Francisco,-0.272,-0.238,-0.363,-0.185
2020-5-15,El Paso,-0.244,-0.338,.,.
2020-5-15,Baltimore,.,.,.,.
2020-5-15,Portland,-0.256,.,-0.291,-0.139
2020-5-15,Boston,-0.258,-0.44,-0.331,-0.121
2020-5-15,Oklahoma City,-0.0915,-0.188,-0.0734,.
2020-5-15,Louisville,-0.163,.,-0.122,-0.0347
2020-5-15,Denver,-0.128,.,.,-0.024
2020-5-15,Washington,-0.17,-0.166,-0.266,-0.0765
2020-5-15,Nashville,-0.131,-0.297,-0.113,-0.0429
2020-5-15,Milwaukee,-0.13,-0.208,-0.126,-0.0125
2020-5-15,Albuquerque,-0.2,.,-0.16,-0.0611
2020-5-15,Tucson,-0.165,-0.311,-0.136,-0.0393
2020-5-15,Fresno,-0.19,-0.329,.,-0.0674
2020-5-15,Sacramento,-0.167,-0.325,-0.172,-0.0966
2020-5-15,Atlanta,-0.174,-0.343,-0.193,-0.0433
2020-5-15,Kansas City,-0.122,.,-0.133,-0.0511
2020-5-15,Miami,-0.127,-0.25,-0.123,-0.0196
2020-5-15,Raleigh,-0.151,.,-0.112,0.0152
2020-5-15,Omaha,-0.0854,-0.273,.,-0.00604
2020-5-15,Oakland,-0.192,-0.318,-0.245,-0.0922
2020-5-15,Minneapolis,-0.194,-0.393,-0.217,-0.0614
2020-5-15,Tampa,-0.0895,-0.23,-0.0759,0.00496
2020-5-15,New Orleans,-0.278,-0.396,-0.247,-0.128
2020-5-15,Wichita,-0.203,.,.,.
2020-5-15,Cleveland,-0.164,.,-0.142,-0.0361
2020-5-15,Bakersfield,-0.113,-0.203,-0.106,-0.0288
2020-5-15,Honolulu,-0.363,.,.,.
2020-5-15,Boise,-0.181,-0.324,.,.
2020-5-15,Salt Lake City,-0.141,-0.269,-0.119,-0.0364
2020-5-15,Virginia Beach,.,.,.,.
2020-5-15,Colorado Springs,-0.14,.,-0.108,-0.0468
2020-5-15,Tulsa,-0.0717,-0.184,-0.056,0.00828
2020-5-16,Los Angeles,-0.182,-0.263,-0.206,-0.105
2020-5-16,New York City,-0.271,-0.329,-0.336,-0.177
2020-5-16,Chicago,-0.151,-0.288,-0.161,-0.0506
2020-5-16,Houston,-0.1,.,-0.0812,-0.0318
2020-5-16,Phoenix,-0.11,-0.303,-0.0619,-0.0271
2020-5-16,San Diego,-0.19,-0.393,-0.199,-0.058
2020-5-16,Dallas,-0.108,-0.266,-0.083,-0.0041
2020-5-16,Las Vegas,-0.266,.,-0.216,-0.0604
2020-5-16,Seattle,-0.19,-0.283,-0.237,-0.11
2020-5-16,Fort Worth,-0.0833,-0.223,-0.0491,-0.00699
2020-5-16,San Antonio,-0.156,-0.251,-0.128,-0.0206
2020-5-16,San Jose,-0.163,-0.292,-0.225,-0.0806
2020-5-16,Detroit,-0.306,.,.,-0.118
2020-5-16,Philadelphia,-0.199,-0.289,.,-0.0936
2020-5-16,Columbus,-0.17,-0.352,.,-0.0139
2020-5-16,Austin,-0.145,-0.363,.,-0.0278
2020-5-16,Charlotte,-0.169,-0.317,-0.154,-0.0402
2020-5-16,Indianapolis,-0.106,-0.217,-0.0941,-0.0155
2020-5-16,Jacksonville,-0.143,-0.3,-0.0989,.
2020-5-16,Memphis,-0.115,-0.232,-0.0704,.
2020-5-16,San Francisco,-0.27,-0.234,-0.361,-0.183
2020-5-16,El Paso,-0.243,-0.336,.,.
2020-5-16,Baltimore,.,.,.,.
2020-5-16,Portland,-0.253,.,-0.288,-0.136
2020-5-16,Boston,-0.256,-0.439,-0.328,-0.119
2020-5-16,Oklahoma City,-0.0888,-0.183,-0.0719,.
2020-5-16,Louisville,-0.161,.,-0.12,-0.031
2020-5-16,Denver,-0.125,.,.,-0.0217
2020-5-16,Washington,-0.169,-0.164,-0.265,-0.075
2020-5-16,Nashville,-0.128,-0.292,-0.11,-0.0401
2020-5-16,Milwaukee,-0.127,-0.204,-0.123,-0.01
2020-5-16,Albuquerque,-0.197,.,-0.156,-0.0577
2020-5-16,Tucson,-0.162,-0.308,-0.133,-0.0362
2020-5-16,Fresno,-0.186,-0.325,.,-0.0656
2020-5-16,Sacramento,-0.162,-0.32,-0.167,-0.0925
2020-5-16,Atlanta,-0.171,-0.338,-0.191,-0.0406
2020-5-16,Kansas City,-0.119,.,-0.13,-0.0488
2020-5-16,Miami,-0.124,-0.246,-0.121,-0.0177
2020-5-16,Raleigh,-0.147,.,-0.109,0.0171
2020-5-16,Omaha,-0.0827,-0.27,.,-0.00255
2020-5-16,Oakland,-0.188,-0.315,-0.241,-0.0889
2020-5-16,Minneapolis,-0.192,-0.392,-0.214,-0.0596
2020-5-16,Tampa,-0.0868,-0.226,-0.0737,0.00691
2020-5-16,New Orleans,-0.276,-0.393,-0.245,-0.127
2020-5-16,Wichita,-0.2,.,.,.
2020-5-16,Cleveland,-0.159,.,-0.138,-0.0329
2020-5-16,Bakersfield,-0.109,-0.201,-0.102,-0.0267
2020-5-16,Honolulu,-0.355,.,.,.
2020-5-16,Boise,-0.178,-0.321,.,.
2020-5-16,Salt Lake City,-0.138,-0.265,-0.117,-0.0331
2020-5-16,Virginia Beach,.,.,.,.
2020-5-16,Colorado Springs,-0.137,.,-0.106,-0.0416
2020-5-16,Tulsa,-0.0687,-0.179,-0.0537,0.00979
2020-5-17,Los Angeles,-0.178,-0.26,-0.203,-0.102
2020-5-17,New York City,-0.269,-0.328,-0.333,-0.175
2020-5-17,Chicago,-0.149,-0.285,-0.16,-0.0487
2020-5-17,Houston,-0.0979,.,-0.0785,-0.0303
2020-5-17,Phoenix,-0.107,-0.299,-0.0584,-0.0243
2020-5-17,San Diego,-0.186,-0.391,-0.195,-0.0549
2020-5-17,Dallas,-0.106,-0.263,-0.0812,-0.00279
2020-5-17,Las Vegas,-0.262,.,-0.213,-0.0576
2020-5-17,Seattle,-0.186,-0.279,-0.234,-0.106
2020-5-17,Fort Worth,-0.0805,-0.221,-0.0459,-0.00487
2020-5-17,San Antonio,-0.152,-0.246,-0.123,-0.0172
2020-5-17,San Jose,-0.16,-0.293,-0.221,-0.0779
2020-5-17,Detroit,-0.3,.,.,-0.113
2020-5-17,Philadelphia,-0.197,-0.287,.,-0.091
2020-5-17,Columbus,-0.166,-0.348,.,-0.011
2020-5-17,Austin,-0.142,-0.36,.,-0.0257
2020-5-17,Charlotte,-0.165,-0.312,-0.151,-0.0365
2020-5-17,Indianapolis,-0.104,-0.214,-0.0926,-0.0141
2020-5-17,Jacksonville,-0.14,-0.295,-0.0959,.
2020-5-17,Memphis,-0.114,-0.23,-0.0687,.
2020-5-17,San Francisco,-0.268,-0.23,-0.359,-0.18
2020-5-17,El Paso,-0.241,-0.334,.,.
2020-5-17,Baltimore,.,.,.,.
2020-5-17,Portland,-0.249,.,-0.285,-0.132
2020-5-17,Boston,-0.253,-0.438,-0.326,-0.117
2020-5-17,Oklahoma City,-0.0863,-0.178,-0.0704,.
2020-5-17,Louisville,-0.158,.,-0.118,-0.0272
2020-5-17,Denver,-0.123,.,.,-0.0195
2020-5-17,Washington,-0.168,-0.163,-0.265,-0.0737
2020-5-17,Nashville,-0.125,-0.288,-0.108,-0.0373
2020-5-17,Milwaukee,-0.124,-0.199,-0.12,-0.00783
2020-5-17,Albuquerque,-0.194,.,-0.153,-0.0541
2020-5-17,Tucson,-0.159,-0.306,-0.129,-0.0334
2020-5-17,Fresno,-0.182,-0.321,.,-0.0639
2020-5-17,Sacramento,-0.157,-0.315,-0.163,-0.0881
2020-5-17,Atlanta,-0.167,-0.333,-0.188,-0.038
2020-5-17,Kansas City,-0.116,.,-0.127,-0.0463
2020-5-17,Miami,-0.122,-0.242,-0.118,-0.016
2020-5-17,Raleigh,-0.143,.,-0.105,0.0188
2020-5-17,Omaha,-0.08,-0.266,.,0.00125
2020-5-17,Oakland,-0.185,-0.313,-0.237,-0.0858
2020-5-17,Minneapolis,-0.19,-0.391,-0.212,-0.0579
2020-5-17,Tampa,-0.0842,-0.221,-0.0718,0.00914
2020-5-17,New Orleans,-0.274,-0.39,-0.243,-0.127
2020-5-17,Wichita,-0.198,.,.,.
2020-5-17,Cleveland,-0.154,.,-0.132,-0.0296
2020-5-17,Bakersfield,-0.106,-0.198,-0.0974,-0.0246
2020-5-17,Honolulu,-0.349,.,.,.
2020-5-17,Boise,-0.175,-0.317,.,.
2020-5-17,Salt Lake City,-0.136,-0.262,-0.115,-0.0299
2020-5-17,Virginia Beach,.,.,.,.
2020-5-17,Colorado Springs,-0.134,.,-0.104,-0.0362
2020-5-17,Tulsa,-0.066,-0.173,-0.0515,0.0111
2020-5-18,Los Angeles,-0.175,-0.257,-0.199,-0.0994
2020-5-18,New York City,-0.266,-0.326,-0.33,-0.172
2020-5-18,Chicago,-0.147,-0.283,-0.158,-0.0468
2020-5-18,Houston,-0.0954,.,-0.076,-0.0288
2020-5-18,Phoenix,-0.104,-0.296,-0.0549,-0.0215
2020-5-18,San Diego,-0.183,-0.388,-0.191,-0.052
2020-5-18,Dallas,-0.104,-0.261,-0.0794,-0.00176
2020-5-18,Las Vegas,-0.258,.,-0.21,-0.0549
2020-5-18,Seattle,-0.183,-0.275,-0.231,-0.103
2020-5-18,Fort Worth,-0.0777,-0.218,-0.0425,-0.00249
2020-5-18,San Antonio,-0.147,-0.24,-0.119,-0.0142
2020-5-18,San Jose,-0.157,-0.293,-0.218,-0.0753
2020-5-18,Detroit,-0.294,.,.,-0.108
2020-5-18,Philadelphia,-0.195,-0.284,.,-0.0884
2020-5-18,Columbus,-0.163,-0.344,.,-0.00851
2020-5-18,Austin,-0.14,-0.356,.,-0.0238
2020-5-18,Charlotte,-0.161,-0.306,-0.148,-0.0331
2020-5-18,Indianapolis,-0.102,-0.211,-0.0912,-0.0126
2020-5-18,Jacksonville,-0.137,-0.289,-0.093,.
2020-5-18,Memphis,-0.112,-0.228,-0.0671,.
2020-5-18,San Francisco,-0.266,-0.226,-0.357,-0.178
2020-5-18,El Paso,-0.239,-0.332,.,.
2020-5-18,Baltimore,.,.,.,.
2020-5-18,Portland,-0.246,.,-0.282,-0.129
2020-5-18,Boston,-0.251,-0.437,-0.323,-0.114
2020-5-18,Oklahoma City,-0.0838,-0.173,-0.0689,.
2020-5-18,Louisville,-0.155,.,-0.116,-0.0234
2020-5-18,Denver,-0.12,.,.,-0.0174
2020-5-18,Washington,-0.167,-0.162,-0.264,-0.0725
2020-5-18,Nashville,-0.122,-0.284,-0.105,-0.0345
2020-5-18,Milwaukee,-0.121,-0.194,-0.117,-0.00584
2020-5-18,Albuquerque,-0.192,.,-0.15,-0.0503
2020-5-18,Tucson,-0.156,-0.303,-0.125,-0.0308
2020-5-18,Fresno,-0.178,-0.316,.,-0.0623
2020-5-18,Sacramento,-0.153,-0.311,-0.158,-0.0837
2020-5-18,Atlanta,-0.165,-0.328,-0.186,-0.0356
2020-5-18,Kansas City,-0.113,.,-0.123,-0.0436
2020-5-18,Miami,-0.119,-0.238,-0.115,-0.0143
2020-5-18,Raleigh,-0.139,.,-0.102,0.0204
2020-5-18,Omaha,-0.0773,-0.263,.,0.00519
2020-5-18,Oakland,-0.182,-0.312,-0.233,-0.0829
2020-5-18,Minneapolis,-0.188,-0.391,-0.209,-0.0563
2020-5-18,Tampa,-0.0818,-0.217,-0.0703,0.0116
2020-5-18,New Orleans,-0.271,-0.386,-0.241,-0.127
2020-5-18,Wichita,-0.195,.,.,.
2020-5-18,Cleveland,-0.149,.,-0.127,-0.0262
2020-5-18,Bakersfield,-0.102,-0.196,-0.0928,-0.0224
2020-5-18,Honolulu,-0.343,.,.,.
2020-5-18,Boise,-0.172,-0.314,.,.
2020-5-18,Salt Lake City,-0.133,-0.259,-0.113,-0.0269
2020-5-18,Virginia Beach,.,.,.,.
2020-5-18,Colorado Springs,-0.131,.,-0.102,-0.0307
2020-5-18,Tulsa,-0.0634,-0.168,-0.0494,0.0122
2020-5-19,Los Angeles,-0.171,-0.254,-0.196,-0.0965
2020-5-19,New York City,-0.264,-0.324,-0.327,-0.17
2020-5-19,Chicago,-0.146,-0.281,-0.156,-0.0449
2020-5-19,Houston,-0.0928,.,-0.0736,-0.0274
2020-5-19,Phoenix,-0.1,-0.292,-0.0516,-0.0187
2020-5-19,San Diego,-0.179,-0.386,-0.186,-0.0491
2020-5-19,Dallas,-0.102,-0.258,-0.0776,-0.000987
2020-5-19,Las Vegas,-0.254,.,-0.207,-0.0522
2020-5-19,Seattle,-0.18,-0.27,-0.228,-0.0993
2020-5-19,Fort Worth,-0.0748,-0.216,-0.0391,0.000144
2020-5-19,San Antonio,-0.143,-0.234,-0.115,-0.0115
2020-5-19,San Jose,-0.155,-0.293,-0.215,-0.0728
2020-5-19,Detroit,-0.288,.,.,-0.103
2020-5-19,Philadelphia,-0.192,-0.281,.,-0.086
2020-5-19,Columbus,-0.16,-0.34,.,-0.00647
2020-5-19,Austin,-0.137,-0.353,.,-0.0221
2020-5-19,Charlotte,-0.157,-0.301,-0.144,-0.0298
2020-5-19,Indianapolis,-0.0999,-0.207,-0.0898,-0.011
2020-5-19,Jacksonville,-0.134,-0.284,-0.09,.
2020-5-19,Memphis,-0.11,-0.225,-0.0658,.
2020-5-19,San Francisco,-0.263,-0.223,-0.355,-0.175
2020-5-19,El Paso,-0.235,-0.328,.,.
2020-5-19,Baltimore,.,.,.,.
2020-5-19,Portland,-0.243,.,-0.279,-0.126
2020-5-19,Boston,-0.249,-0.436,-0.321,-0.112
2020-5-19,Oklahoma City,-0.0813,-0.169,-0.0673,.
2020-5-19,Louisville,-0.152,.,-0.114,-0.0195
2020-5-19,Denver,-0.118,.,.,-0.0154
2020-5-19,Washington,-0.166,-0.16,-0.263,-0.0714
2020-5-19,Nashville,-0.119,-0.28,-0.102,-0.0315
2020-5-19,Milwaukee,-0.117,-0.19,-0.114,-0.00407
2020-5-19,Albuquerque,-0.189,.,-0.147,-0.0464
2020-5-19,Tucson,-0.152,-0.299,-0.121,-0.0284
2020-5-19,Fresno,-0.174,-0.311,.,-0.0607
2020-5-19,Sacramento,-0.148,-0.307,-0.153,-0.0793
2020-5-19,Atlanta,-0.162,-0.323,-0.183,-0.0335
2020-5-19,Kansas City,-0.11,.,-0.12,-0.0408
2020-5-19,Miami,-0.116,-0.234,-0.113,-0.0127
2020-5-19,Raleigh,-0.135,.,-0.0979,0.0219
2020-5-19,Omaha,-0.0747,-0.26,.,0.00911
2020-5-19,Oakland,-0.178,-0.31,-0.23,-0.0801
2020-5-19,Minneapolis,-0.186,-0.39,-0.206,-0.0546
2020-5-19,Tampa,-0.0795,-0.212,-0.0691,0.0143
2020-5-19,New Orleans,-0.268,-0.382,-0.238,-0.126
2020-5-19,Wichita,-0.191,.,.,.
2020-5-19,Cleveland,-0.144,.,-0.121,-0.0229
2020-5-19,Bakersfield,-0.0983,-0.193,-0.0882,-0.0202
2020-5-19,Honolulu,-0.337,.,.,.
2020-5-19,Boise,-0.169,-0.31,.,.
2020-5-19,Salt Lake City,-0.131,-0.256,-0.111,-0.0242
2020-5-19,Virginia Beach,.,.,.,.
2020-5-19,Colorado Springs,-0.128,.,-0.0995,-0.0253
2020-5-19,Tulsa,-0.061,-0.163,-0.0476,0.0133
2020-5-20,Los Angeles,-0.168,-0.252,-0.192,-0.0938
2020-5-20,New York City,-0.262,-0.322,-0.325,-0.168
2020-5-20,Chicago,-0.144,-0.278,-0.155,-0.0428
2020-5-20,Houston,-0.0902,.,-0.0713,-0.026
2020-5-20,Phoenix,-0.0972,-0.288,-0.0484,-0.016
2020-5-20,San Diego,-0.176,-0.385,-0.182,-0.0464
2020-5-20,Dallas,-0.101,-0.256,-0.0757,-0.000449
2020-5-20,Las Vegas,-0.25,.,-0.204,-0.0496
2020-5-20,Seattle,-0.177,-0.265,-0.226,-0.0958
2020-5-20,Fort Worth,-0.0718,-0.214,-0.0355,0.00301
2020-5-20,San Antonio,-0.138,-0.228,-0.111,-0.0091
2020-5-20,San Jose,-0.152,-0.292,-0.212,-0.0705
2020-5-20,Detroit,-0.283,.,.,-0.0977
2020-5-20,Philadelphia,-0.19,-0.279,.,-0.0838
2020-5-20,Columbus,-0.156,-0.335,.,-0.00482
2020-5-20,Austin,-0.134,-0.349,.,-0.0207
2020-5-20,Charlotte,-0.153,-0.295,-0.141,-0.0268
2020-5-20,Indianapolis,-0.0978,-0.204,-0.0884,-0.00914
2020-5-20,Jacksonville,-0.131,-0.279,-0.087,.
2020-5-20,Memphis,-0.108,-0.223,-0.0646,.
2020-5-20,San Francisco,-0.261,-0.221,-0.353,-0.173
2020-5-20,El Paso,-0.232,-0.324,.,.
2020-5-20,Baltimore,.,.,.,.
2020-5-20,Portland,-0.24,.,-0.276,-0.122
2020-5-20,Boston,-0.247,-0.435,-0.318,-0.11
